Real_Time,Temp_C,Cond_uScm-1,CellVoltage,StateofCharge,ErrorCode
946687723,0.00,0.00,4.07,85.63,0
946687743,0.00,0.00,4.07,85.63,0
946687762,0.00,0.00,4.07,85.63,0
946687783,0.00,0.00,4.07,85.63,0
946687803,0.00,0.00,4.07,85.63,0
946687823,0.00,0.00,4.07,85.63,0
946687843,0.00,0.00,4.07,85.63,0
946687863,0.00,0.00,4.07,85.63,0
946687883,0.00,0.00,4.07,85.63,0
946687902,0.00,0.00,4.07,85.63,0
946687923,0.00,0.00,4.07,85.63,0
946687943,0.00,0.00,4.07,85.63,0
946687963,0.00,0.00,4.07,85.63,0
946687983,0.00,0.00,4.07,85.63,0
946688003,0.00,0.00,4.07,85.63,0
946688023,0.00,0.00,4.07,85.63,0
946688043,0.00,0.00,4.07,85.63,0
946688063,0.00,0.00,4.07,85.63,0
946688082,0.00,0.00,4.07,85.63,0
946688103,0.00,0.00,4.07,85.63,0
946688122,0.00,0.00,4.07,85.63,0
946688143,0.00,0.00,4.07,85.63,0
946688163,0.00,0.00,4.07,85.63,0
946688183,0.00,0.00,4.07,85.63,0
946688203,0.00,0.00,4.07,85.63,0
946688223,0.00,0.00,4.07,85.63,0
946688243,0.00,0.00,4.07,85.63,0
946688262,0.00,0.00,4.07,85.63,0
946688283,0.00,0.00,4.07,85.63,0
946688303,0.00,0.00,4.07,85.63,0
946688323,0.00,0.00,4.07,85.63,0
946688343,0.00,0.00,4.07,85.63,0
946688363,0.00,0.00,4.07,85.63,0
946688383,0.00,0.00,4.07,85.63,0
946688402,0.00,0.00,4.07,85.63,0
946688423,0.00,0.00,4.07,85.63,0
946688443,0.00,0.00,4.07,85.63,0
946688463,0.00,0.00,4.07,85.63,0
946688483,0.00,0.00,4.07,85.63,0
946688503,0.00,0.00,4.07,85.63,0
946688523,0.00,0.00,4.07,85.63,0
946688542,0.00,0.00,4.07,85.63,0
946688563,0.00,0.00,4.07,85.63,0
946688583,0.00,0.00,4.07,85.63,0
946688603,0.00,0.00,4.07,85.63,0
946688623,0.00,0.00,4.07,85.77,0
946688643,0.00,0.00,4.07,85.77,0
946688663,0.00,0.00,4.07,85.77,0
946688682,0.00,0.00,4.07,85.77,0
946688703,0.00,0.00,4.07,85.77,0
946688723,0.00,0.00,4.07,85.77,0
946688743,0.00,0.00,4.07,85.77,0
946688763,0.00,0.00,4.07,85.77,0
946688783,0.00,0.00,4.07,85.77,0
946688803,0.00,0.00,4.07,85.77,0
946688822,0.00,0.00,4.07,85.77,0
946688843,0.00,0.00,4.07,85.77,0
946688863,0.00,0.00,4.07,85.77,0
946688883,0.00,0.00,4.07,85.77,0
946688903,0.00,0.00,4.07,85.77,0
946688923,0.00,0.00,4.07,85.77,0
946688943,0.00,0.00,4.07,85.77,0
946688962,0.00,0.00,4.07,85.77,0
946688983,0.00,0.00,4.07,85.77,0
946689003,0.00,0.00,4.07,85.77,0
946689023,0.00,0.00,4.07,85.77,0
946689043,0.00,0.00,4.07,85.77,0
946689063,0.00,0.00,4.07,85.77,0
946689083,0.00,0.00,4.07,85.77,0
946689103,0.00,0.00,4.07,85.77,0
946689123,0.00,0.00,4.07,85.77,0
946689142,0.00,0.00,4.07,85.77,0
946689163,0.00,0.00,4.07,85.77,0
946689183,0.00,0.00,4.07,85.77,0
946689203,0.00,0.00,4.07,85.77,0
946689223,0.00,0.00,4.07,85.77,0
946689243,0.00,0.00,4.07,85.77,0
946689263,0.00,0.00,4.07,85.77,0
946689282,0.00,0.00,4.07,85.77,0
946689303,0.00,0.00,4.07,85.77,0
946689323,0.00,0.00,4.07,85.77,0
946689343,0.00,0.00,4.07,85.77,0
946689363,0.00,0.00,4.07,85.77,0
946689383,0.00,0.00,4.07,85.77,0
946689403,0.00,0.00,4.07,85.77,0
946689422,0.00,0.00,4.07,85.77,0
946689443,0.00,0.00,4.07,85.77,0
946689463,0.00,0.00,4.07,85.77,0
946689483,0.00,0.00,4.07,85.77,0
946689503,0.00,0.00,4.07,85.77,0
946689523,0.00,0.00,4.07,85.77,0
946689543,0.00,0.00,4.07,85.77,0
946689562,0.00,0.00,4.07,85.77,0
946689583,0.00,0.00,4.07,85.77,0
946689603,0.00,0.00,4.07,85.77,0
946689623,0.00,0.00,4.07,85.77,0
946689643,0.00,0.00,4.07,85.77,0
946689663,0.00,0.00,4.07,85.77,0
946689683,0.00,0.00,4.07,85.77,0
946689702,0.00,0.00,4.07,85.77,0
946689723,0.00,0.00,4.07,85.77,0
946689743,0.00,0.00,4.07,85.77,0
946689763,0.00,0.00,4.07,85.77,0
946689783,0.00,0.00,4.07,85.77,0
946689803,0.00,0.00,4.07,85.77,0
946689823,0.00,0.00,4.07,85.77,0
946689842,0.00,0.00,4.07,85.77,0
946689863,0.00,0.00,4.07,85.77,0
946689883,0.00,0.00,4.07,85.77,0
946689903,0.00,0.00,4.07,85.77,0
946689923,0.00,0.00,4.07,85.77,0
946689943,0.00,0.00,4.07,85.77,0
946689963,0.00,0.00,4.07,85.77,0
946689982,0.00,0.00,4.07,85.77,0
946690003,0.00,0.00,4.07,85.77,0
946690023,0.00,0.00,4.07,85.77,0
946690043,0.00,0.00,4.07,85.77,0
946690063,0.00,0.00,4.07,85.77,0
946690083,0.00,0.00,4.07,85.77,0
946690103,0.00,0.00,4.07,85.77,0
946690123,0.00,0.00,4.07,85.77,0
946690143,0.00,0.00,4.07,85.77,0
946690162,0.00,0.00,4.07,85.77,0
946690183,0.00,0.00,4.07,85.77,0
946690203,0.00,0.00,4.07,85.77,0
946690223,0.00,0.00,4.07,85.77,0
946690243,0.00,0.00,4.07,85.77,0
946690263,0.00,0.00,4.07,85.77,0
946690283,0.00,0.00,4.07,85.77,0
946690302,0.00,0.00,4.07,85.77,0
946690323,0.00,0.00,4.07,85.77,0
946690343,0.00,0.00,4.07,85.77,0
946690363,0.00,0.00,4.07,85.77,0
946690383,0.00,0.00,4.07,85.77,0
946690403,0.00,0.00,4.07,85.77,0
946690423,0.00,0.00,4.07,85.77,0
946690442,0.00,0.00,4.07,85.77,0
946690463,0.00,0.00,4.07,85.77,0
946690483,0.00,0.00,4.07,85.77,0
946690503,0.00,0.00,4.07,85.77,0
946690523,0.00,0.00,4.07,85.77,0
946690543,0.00,0.00,4.07,85.77,0
946690563,0.00,0.00,4.07,85.77,0
946690583,0.00,0.00,4.07,85.77,0
946690603,0.00,0.00,4.07,85.77,0
946690622,0.00,0.00,4.07,85.77,0
946690643,0.00,0.00,4.07,85.77,0
946690663,0.00,0.00,4.07,85.77,0
946690683,0.00,0.00,4.07,85.77,0
946690703,0.00,0.00,4.07,85.77,0
946690723,0.00,0.00,4.07,85.77,0
946690743,0.00,0.00,4.07,85.77,0
946690762,0.00,0.00,4.07,85.77,0
946690783,0.00,0.00,4.07,85.77,0
946690803,0.00,0.00,4.07,85.77,0
946690823,0.00,0.00,4.07,85.77,0
946690843,0.00,0.00,4.07,85.77,0
946690863,0.00,0.00,4.07,85.77,0
946690883,0.00,0.00,4.07,85.77,0
946690902,0.00,0.00,4.07,85.77,0
946690923,0.00,0.00,4.07,85.77,0
946690943,0.00,0.00,4.07,85.77,0
946690963,0.00,0.00,4.07,85.77,0
946690983,0.00,0.00,4.07,85.77,0
946691003,0.00,0.00,4.07,85.77,0
946691023,0.00,0.00,4.07,85.77,0
946691043,0.00,0.00,4.07,85.77,0
946691063,0.00,0.00,4.07,85.77,0
946691082,0.00,0.00,4.07,85.77,0
946691103,0.00,0.00,4.07,85.77,0
946691123,0.00,0.00,4.07,85.77,0
946691143,0.00,0.00,4.07,85.77,0
946691163,0.00,0.00,4.07,85.77,0
946691183,0.00,0.00,4.07,85.77,0
946691203,0.00,0.00,4.07,85.77,0
946691222,0.00,0.00,4.07,85.77,0
946691243,0.00,0.00,4.07,85.77,0
946691263,0.00,0.00,4.07,85.77,0
946691283,0.00,0.00,4.07,85.77,0
946691303,0.00,0.00,4.07,85.77,0
946691323,0.00,0.00,4.07,85.77,0
946691343,0.00,0.00,4.07,85.77,0
946691362,0.00,0.00,4.07,85.77,0
946691383,0.00,0.00,4.07,85.77,0
946691403,0.00,0.00,4.07,85.77,0
946691423,0.00,0.00,4.07,85.77,0
946691443,0.00,0.00,4.07,85.77,0
946691463,0.00,0.00,4.07,85.77,0
946691483,0.00,0.00,4.07,85.77,0
946691502,0.00,0.00,4.07,85.77,0
946691523,0.00,0.00,4.07,85.77,0
946691543,0.00,0.00,4.07,85.77,0
946691563,0.00,0.00,4.07,85.77,0
946691583,0.00,0.00,4.07,85.77,0
946691603,0.00,0.00,4.07,85.77,0
946691623,0.00,0.00,4.07,85.77,0
946691642,0.00,0.00,4.07,85.77,0
946691663,0.00,0.00,4.07,85.77,0
946691683,0.00,0.00,4.07,85.77,0
946691703,0.00,0.00,4.07,85.77,0
946691723,0.00,0.00,4.07,85.77,0
946691743,0.00,0.00,4.07,85.77,0
946691763,0.00,0.00,4.07,85.77,0
946691782,0.00,0.00,4.07,85.77,0
946691803,0.00,0.00,4.07,85.77,0
946691823,0.00,0.00,4.07,85.77,0
946691843,0.00,0.00,4.07,85.77,0
946691863,0.00,0.00,4.07,85.77,0
946691883,0.00,0.00,4.07,85.77,0
946691903,0.00,0.00,4.07,85.77,0
946691922,0.00,0.00,4.07,85.77,0
946691943,0.00,0.00,4.07,85.77,0
946691962,0.00,0.00,4.07,85.77,0
946691983,0.00,0.00,4.07,85.77,0
946692003,0.00,0.00,4.07,85.77,0
946692023,0.00,0.00,4.07,85.77,0
946692043,0.00,0.00,4.07,85.77,0
946692063,0.00,0.00,4.07,85.77,0
946692083,0.00,0.00,4.07,85.77,0
946692102,0.00,0.00,4.07,85.77,0
946692123,0.00,0.00,4.07,85.77,0
946692143,0.00,0.00,4.07,85.77,0
946692163,0.00,0.00,4.07,85.77,0
946692183,0.00,0.00,4.07,85.77,0
946692203,0.00,0.00,4.07,85.77,0
946692223,0.00,0.00,4.07,85.77,0
946692242,0.00,0.00,4.07,85.77,0
946692263,0.00,0.00,4.07,85.77,0
946692283,0.00,0.00,4.07,85.77,0
946692303,0.00,0.00,4.07,85.77,0
946692323,0.00,0.00,4.07,85.77,0
946692343,0.00,0.00,4.07,85.77,0
946692363,0.00,0.00,4.07,85.77,0
946692382,0.00,0.00,4.07,85.77,0
946692403,0.00,0.00,4.07,85.77,0
946692423,0.00,0.00,4.07,85.77,0
946692443,0.00,0.00,4.07,85.77,0
946692463,0.00,0.00,4.07,85.77,0
946692483,0.00,0.00,4.07,85.77,0
946692503,0.00,0.00,4.07,85.77,0
946692522,0.00,0.00,4.07,85.77,0
946692543,0.00,0.00,4.07,85.77,0
946692563,0.00,0.00,4.07,85.77,0
946692583,0.00,0.00,4.07,85.77,0
946692603,0.00,0.00,4.07,85.77,0
946692623,0.00,0.00,4.07,85.77,0
946692643,0.00,0.00,4.07,85.77,0
946692662,0.00,0.00,4.07,85.77,0
946692683,0.00,0.00,4.07,85.77,0
946692703,0.00,0.00,4.07,85.77,0
946692723,0.00,0.00,4.07,85.77,0
946692743,0.00,0.00,4.07,85.77,0
946692763,0.00,0.00,4.07,85.77,0
946692783,0.00,0.00,4.07,85.77,0
946692802,0.00,0.00,4.07,85.77,0
946692823,0.00,0.00,4.07,85.77,0
946692843,0.00,0.00,4.07,85.77,0
946692863,0.00,0.00,4.07,85.77,0
946692883,0.00,0.00,4.07,85.77,0
946692903,0.00,0.00,4.07,85.77,0
946692923,0.00,0.00,4.07,85.77,0
946692943,0.00,0.00,4.07,85.77,0
946692963,0.00,0.00,4.07,85.77,0
946692982,0.00,0.00,4.07,85.77,0
946693003,0.00,0.00,4.07,85.77,0
946693023,0.00,0.00,4.07,85.77,0
946693043,0.00,0.00,4.07,85.77,0
946693063,0.00,0.00,4.07,85.77,0
946693083,0.00,0.00,4.07,85.77,0
946693103,0.00,0.00,4.07,85.77,0
946693122,0.00,0.00,4.07,85.77,0
946693143,0.00,0.00,4.07,85.77,0
946693163,0.00,0.00,4.07,85.77,0
946693183,0.00,0.00,4.07,85.77,0
946693203,0.00,0.00,4.07,85.77,0
946693223,0.00,0.00,4.07,85.77,0
946693243,0.00,0.00,4.07,85.77,0
946693262,0.00,0.00,4.07,85.77,0
946693283,0.00,0.00,4.07,85.77,0
946693303,0.00,0.00,4.07,85.77,0
946693323,0.00,0.00,4.07,85.77,0
946693343,0.00,0.00,4.07,85.77,0
946693363,0.00,0.00,4.07,85.77,0
946693383,0.00,0.00,4.07,85.77,0
946693402,0.00,0.00,4.07,85.77,0
946693423,0.00,0.00,4.07,85.77,0
946693443,0.00,0.00,4.07,85.77,0
946693463,0.00,0.00,4.07,85.77,0
946693483,0.00,0.00,4.07,85.77,0
946693503,0.00,0.00,4.07,85.77,0
946693523,0.00,0.00,4.07,85.77,0
946693542,0.00,0.00,4.07,85.77,0
946693563,0.00,0.00,4.07,85.77,0
946693583,0.00,0.00,4.07,85.77,0
946693603,0.00,0.00,4.07,85.77,0
946693623,0.00,0.00,4.07,85.77,0
946693643,0.00,0.00,4.07,85.77,0
946693663,0.00,0.00,4.07,85.77,0
946693682,0.00,0.00,4.07,85.77,0
946693703,0.00,0.00,4.07,85.77,0
946693723,0.00,0.00,4.07,85.77,0
946693743,0.00,0.00,4.07,85.77,0
946693763,0.00,0.00,4.07,85.77,0
946693783,0.00,0.00,4.07,85.77,0
946693803,0.00,0.00,4.07,85.77,0
946693822,0.00,0.00,4.07,85.77,0
946693843,0.00,0.00,4.07,85.77,0
946693862,0.00,0.00,4.07,85.77,0
946693883,0.00,0.00,4.07,85.77,0
946693902,0.00,0.00,4.07,85.77,0
946693923,0.00,0.00,4.07,85.77,0
946693943,0.00,0.00,4.07,85.77,0
946693963,0.00,0.00,4.07,85.77,0
946693983,0.00,0.00,4.07,85.77,0
946694003,0.00,0.00,4.07,85.77,0
946694023,0.00,0.00,4.07,85.77,0
946694042,0.00,0.00,4.07,85.77,0
946694063,0.00,0.00,4.07,85.77,0
946694083,0.00,0.00,4.07,85.77,0
946694103,0.00,0.00,4.07,85.77,0
946694123,0.00,0.00,4.07,85.77,0
946694143,0.00,0.00,4.07,85.77,0
946694163,0.00,0.00,4.07,85.77,0
946694183,0.00,0.00,4.07,85.77,0
946694203,0.00,0.00,4.07,85.77,0
946694222,0.00,0.00,4.07,85.77,0
946694243,0.00,0.00,4.07,85.77,0
946694263,0.00,0.00,4.07,85.77,0
946694283,0.00,0.00,4.07,85.77,0
946694303,0.00,0.00,4.07,85.77,0
946694323,0.00,0.00,4.07,85.77,0
946694343,0.00,0.00,4.07,85.77,0
946694363,0.00,0.00,4.07,85.77,0
946694383,0.00,0.00,4.07,85.77,0
946694403,0.00,0.00,4.07,85.77,0
946694423,0.00,0.00,4.07,85.77,0
946694442,0.00,0.00,4.07,85.77,0
946694463,0.00,0.00,4.07,85.77,0
946694483,0.00,0.00,4.07,85.77,0
946694503,0.00,0.00,4.07,85.77,0
946694523,0.00,0.00,4.07,85.77,0
946694543,0.00,0.00,4.07,85.77,0
946694563,0.00,0.00,4.07,85.77,0
946694582,0.00,0.00,4.07,85.77,0
946694603,0.00,0.00,4.07,85.77,0
946694623,0.00,0.00,4.07,85.77,0
946694643,0.00,0.00,4.07,85.77,0
946694663,0.00,0.00,4.07,85.77,0
946694683,0.00,0.00,4.07,85.77,0
946694703,0.00,0.00,4.07,85.77,0
946694722,0.00,0.00,4.07,85.77,0
946694743,0.00,0.00,4.07,85.77,0
946694763,0.00,0.00,4.07,85.77,0
946694783,0.00,0.00,4.07,85.77,0
946694803,0.00,0.00,4.07,85.77,0
946694823,0.00,0.00,4.07,85.77,0
946694843,0.00,0.00,4.07,85.77,0
946694863,0.00,0.00,4.07,85.77,0
946694883,0.00,0.00,4.07,85.77,0
946694902,0.00,0.00,4.07,85.77,0
946694923,0.00,0.00,4.07,85.77,0
946694943,0.00,0.00,4.07,85.77,0
946694963,0.00,0.00,4.07,85.77,0
946694983,0.00,0.00,4.07,85.77,0
946695003,0.00,0.00,4.07,85.77,0
946695023,0.00,0.00,4.07,85.77,0
946695042,0.00,0.00,4.07,85.77,0
946695063,0.00,0.00,4.07,85.77,0
946695083,0.00,0.00,4.07,85.77,0
946695103,0.00,0.00,4.07,85.77,0
946695123,0.00,0.00,4.07,85.77,0
946695143,0.00,0.00,4.07,85.77,0
946695163,0.00,0.00,4.07,85.77,0
946695182,0.00,0.00,4.07,85.77,0
946695203,0.00,0.00,4.07,85.77,0
946695223,0.00,0.00,4.07,85.77,0
946695243,0.00,0.00,4.07,85.77,0
946695263,0.00,0.00,4.07,85.77,0
946695283,0.00,0.00,4.07,85.77,0
946695303,0.00,0.00,4.07,85.77,0
946695322,0.00,0.00,4.07,85.77,0
946695343,0.00,0.00,4.07,85.77,0
946695363,0.00,0.00,4.07,85.77,0
946695383,0.00,0.00,4.07,85.77,0
946695403,0.00,0.00,4.07,85.77,0
946695423,0.00,0.00,4.07,85.77,0
946695443,0.00,0.00,4.07,85.77,0
946695463,0.00,0.00,4.07,85.77,0
946695483,0.00,0.00,4.07,85.77,0
946695502,0.00,0.00,4.07,85.77,0
946695523,0.00,0.00,4.07,85.77,0
946695542,0.00,0.00,4.07,85.77,0
